ADEP,ADES,period,flight_count,delayed_over_15_count,median_arrival_delay_min,scope_id,route,delay_over_15_pct
LEMD,EIDW,2022-09,118,18,3.0833,scheduled_duration_under_3h,LEMD → EIDW,15.2542
LEMD,EIDW,2022-12,151,22,3.2167,scheduled_duration_under_3h,LEMD → EIDW,14.5695
LEMD,GCLP,2022-03,302,42,5.5417,scheduled_duration_under_3h,LEMD → GCLP,13.9073
LEMD,GCLP,2022-06,321,78,8.2167,scheduled_duration_under_3h,LEMD → GCLP,24.2991
LEMD,GCLP,2022-09,337,83,8.7,scheduled_duration_under_3h,LEMD → GCLP,24.6291
LEMD,GCLP,2022-12,392,94,8.2333,scheduled_duration_under_3h,LEMD → GCLP,23.9796
LEMD,GCRR,2022-03,139,2,-6.3333,scheduled_duration_under_3h,LEMD → GCRR,1.4388
LEMD,GCRR,2022-06,131,5,-4.95,scheduled_duration_under_3h,LEMD → GCRR,3.8168
LEMD,GCRR,2022-09,146,9,-4.7667,scheduled_duration_under_3h,LEMD → GCRR,6.1644
LEMD,GCRR,2022-12,148,15,-1.5667,scheduled_duration_under_3h,LEMD → GCRR,10.1351
LEMD,GCXO,2022-03,303,23,2.5,scheduled_duration_under_3h,LEMD → GCXO,7.5908
LEMD,GCXO,2022-06,285,55,5.8667,scheduled_duration_under_3h,LEMD → GCXO,19.2982
LEMD,GCXO,2022-09,287,49,5.65,scheduled_duration_under_3h,LEMD → GCXO,17.0732
LEMD,GCXO,2022-12,340,62,6.925,scheduled_duration_under_3h,LEMD → GCXO,18.2353
LEMD,LEAL,2022-03,141,10,2.4167,scheduled_duration_under_3h,LEMD → LEAL,7.0922
LEMD,LEAL,2022-06,159,37,6.6833,scheduled_duration_under_3h,LEMD → LEAL,23.2704
LEMD,LEAL,2022-09,145,16,5.9667,scheduled_duration_under_3h,LEMD → LEAL,11.0345
LEMD,LEAL,2022-12,137,27,7.0833,scheduled_duration_under_3h,LEMD → LEAL,19.708
LEMD,LEBB,2022-03,210,12,1.6833,scheduled_duration_under_3h,LEMD → LEBB,5.7143
LEMD,LEBB,2022-06,208,26,3.0667,scheduled_duration_under_3h,LEMD → LEBB,12.5
LEMD,LEBB,2022-09,244,21,2.65,scheduled_duration_under_3h,LEMD → LEBB,8.6066
LEMD,LEBB,2022-12,246,29,4.025,scheduled_duration_under_3h,LEMD → LEBB,11.7886
LEMD,LEBL,2022-03,425,22,0.1333,scheduled_duration_under_3h,LEMD → LEBL,5.1765
LEMD,LEBL,2022-06,430,49,3.2083,scheduled_duration_under_3h,LEMD → LEBL,11.3953
LEMD,LEBL,2022-09,489,52,2.8833,scheduled_duration_under_3h,LEMD → LEBL,10.6339
LEMD,LEBL,2022-12,447,33,1.1667,scheduled_duration_under_3h,LEMD → LEBL,7.3826
LEMD,LECO,2022-03,170,18,4.8417,scheduled_duration_under_3h,LEMD → LECO,10.5882
LEMD,LECO,2022-06,126,19,4.3917,scheduled_duration_under_3h,LEMD → LECO,15.0794
LEMD,LECO,2022-09,234,38,4.7917,scheduled_duration_under_3h,LEMD → LECO,16.2393
LEMD,LECO,2022-12,236,35,5.15,scheduled_duration_under_3h,LEMD → LECO,14.8305
LEMD,LEIB,2022-03,190,4,-3.3083,scheduled_duration_under_3h,LEMD → LEIB,2.1053
LEMD,LEIB,2022-06,295,15,-1.1667,scheduled_duration_under_3h,LEMD → LEIB,5.0847
LEMD,LEIB,2022-09,318,13,-2.2417,scheduled_duration_under_3h,LEMD → LEIB,4.0881
LEMD,LEIB,2022-12,209,8,-3.05,scheduled_duration_under_3h,LEMD → LEIB,3.8278
LEMD,LEMG,2022-03,132,17,5.9167,scheduled_duration_under_3h,LEMD → LEMG,12.8788
LEMD,LEMG,2022-06,177,55,9.3667,scheduled_duration_under_3h,LEMD → LEMG,31.0734
LEMD,LEMG,2022-09,224,25,4.4833,scheduled_duration_under_3h,LEMD → LEMG,11.1607
LEMD,LEMG,2022-12,211,43,7.1167,scheduled_duration_under_3h,LEMD → LEMG,20.3791
LEMD,LEPA,2022-03,470,9,-2.7167,scheduled_duration_under_3h,LEMD → LEPA,1.9149
LEMD,LEPA,2022-06,497,26,-2.0333,scheduled_duration_under_3h,LEMD → LEPA,5.2314
LEMD,LEPA,2022-09,502,39,-2.975,scheduled_duration_under_3h,LEMD → LEPA,7.7689
LEMD,LEPA,2022-12,509,17,-6.3667,scheduled_duration_under_3h,LEMD → LEPA,3.3399
LEMD,LEST,2022-03,150,6,0.7417,scheduled_duration_under_3h,LEMD → LEST,4.0
LEMD,LEST,2022-06,133,26,5.5167,scheduled_duration_under_3h,LEMD → LEST,19.5489
LEMD,LEST,2022-09,139,17,3.8167,scheduled_duration_under_3h,LEMD → LEST,12.2302
LEMD,LEST,2022-12,138,30,7.3833,scheduled_duration_under_3h,LEMD → LEST,21.7391
LEMD,LEVC,2022-03,155,9,-0.7,scheduled_duration_under_3h,LEMD → LEVC,5.8065
LEMD,LEVC,2022-06,147,13,1.45,scheduled_duration_under_3h,LEMD → LEVC,8.8435
LEMD,LEVC,2022-09,150,18,4.7583,scheduled_duration_under_3h,LEMD → LEVC,12.0
LEMD,LEVC,2022-12,144,16,3.9333,scheduled_duration_under_3h,LEMD → LEVC,11.1111
LEMD,LEVX,2022-03,182,22,5.525,scheduled_duration_under_3h,LEMD → LEVX,12.0879
LEMD,LEVX,2022-06,188,38,8.2917,scheduled_duration_under_3h,LEMD → LEVX,20.2128
LEMD,LEVX,2022-09,239,47,7.8333,scheduled_duration_under_3h,LEMD → LEVX,19.6653
LEMD,LEVX,2022-12,226,61,9.3833,scheduled_duration_under_3h,LEMD → LEVX,26.9912
LEMD,LFPG,2022-03,309,9,-0.5333,scheduled_duration_under_3h,LEMD → LFPG,2.9126
LEMD,LFPG,2022-06,312,37,1.7583,scheduled_duration_under_3h,LEMD → LFPG,11.859
LEMD,LFPG,2022-09,308,33,3.2083,scheduled_duration_under_3h,LEMD → LFPG,10.7143
LEMD,LFPG,2022-12,301,35,4.1333,scheduled_duration_under_3h,LEMD → LFPG,11.6279
LEMD,LFPO,2022-03,325,19,2.1,scheduled_duration_under_3h,LEMD → LFPO,5.8462
LEMD,LFPO,2022-06,352,25,3.2917,scheduled_duration_under_3h,LEMD → LFPO,7.1023
LEMD,LFPO,2022-09,365,49,3.2667,scheduled_duration_under_3h,LEMD → LFPO,13.4247
LEMD,LFPO,2022-12,377,45,4.6833,scheduled_duration_under_3h,LEMD → LFPO,11.9363
LEMD,LIMC,2022-03,190,0,-12.5417,scheduled_duration_under_3h,LEMD → LIMC,0.0
LEMD,LIMC,2022-06,171,13,-8.65,scheduled_duration_under_3h,LEMD → LIMC,7.6023
LEMD,LIMC,2022-09,180,7,-8.95,scheduled_duration_under_3h,LEMD → LIMC,3.8889
LEMD,LIMC,2022-12,214,3,-12.55,scheduled_duration_under_3h,LEMD → LIMC,1.4019
LEMD,LIRF,2022-03,272,1,-3.8917,scheduled_duration_under_3h,LEMD → LIRF,0.3676
LEMD,LIRF,2022-06,349,30,-0.1833,scheduled_duration_under_3h,LEMD → LIRF,8.596
LEMD,LIRF,2022-09,349,18,-4.35,scheduled_duration_under_3h,LEMD → LIRF,5.1576
LEMD,LIRF,2022-12,369,14,-4.9667,scheduled_duration_under_3h,LEMD → LIRF,3.794
LEMD,LPPR,2022-03,243,20,2.4167,scheduled_duration_under_3h,LEMD → LPPR,8.2305
LEMD,LPPR,2022-06,325,44,4.6333,scheduled_duration_under_3h,LEMD → LPPR,13.5385
LEMD,LPPR,2022-09,335,37,3.9,scheduled_duration_under_3h,LEMD → LPPR,11.0448
LEMD,LPPR,2022-12,315,57,4.95,scheduled_duration_under_3h,LEMD → LPPR,18.0952
LEMD,LPPT,2022-03,437,38,1.75,scheduled_duration_under_3h,LEMD → LPPT,8.6957
LEMD,LPPT,2022-06,530,120,7.0583,scheduled_duration_under_3h,LEMD → LPPT,22.6415
LEMD,LPPT,2022-09,536,149,8.4,scheduled_duration_under_3h,LEMD → LPPT,27.7985
LEMD,LPPT,2022-12,553,141,7.4333,scheduled_duration_under_3h,LEMD → LPPT,25.4973
LEMD,LSGG,2022-03,171,4,-3.7833,scheduled_duration_under_3h,LEMD → LSGG,2.3392
LEMD,LSGG,2022-06,166,8,-1.3083,scheduled_duration_under_3h,LEMD → LSGG,4.8193
LEMD,LSGG,2022-09,161,15,-1.4333,scheduled_duration_under_3h,LEMD → LSGG,9.3168
LEMD,LSGG,2022-12,192,15,-1.1917,scheduled_duration_under_3h,LEMD → LSGG,7.8125
LEMD,LSZH,2022-03,168,2,-2.0,scheduled_duration_under_3h,LEMD → LSZH,1.1905
LEMD,LSZH,2022-06,174,30,3.3917,scheduled_duration_under_3h,LEMD → LSZH,17.2414
LEMD,LSZH,2022-09,172,24,4.475,scheduled_duration_under_3h,LEMD → LSZH,13.9535
LEMD,LSZH,2022-12,199,14,-0.6,scheduled_duration_under_3h,LEMD → LSZH,7.0352
LEMG,EGKK,2022-03,125,13,2.7167,scheduled_duration_under_3h,LEMG → EGKK,10.4
LEMG,EGKK,2022-06,294,108,10.5917,scheduled_duration_under_3h,LEMG → EGKK,36.7347
LEMG,EGKK,2022-09,296,94,9.4667,scheduled_duration_under_3h,LEMG → EGKK,31.7568
LEMG,EGKK,2022-12,223,43,4.7167,scheduled_duration_under_3h,LEMG → EGKK,19.2825
LEMG,EHAM,2022-03,145,16,5.25,scheduled_duration_under_3h,LEMG → EHAM,11.0345
LEMG,EHAM,2022-06,183,64,9.3333,scheduled_duration_under_3h,LEMG → EHAM,34.9727
LEMG,EHAM,2022-09,151,46,9.9833,scheduled_duration_under_3h,LEMG → EHAM,30.4636
LEMG,EHAM,2022-12,127,15,3.85,scheduled_duration_under_3h,LEMG → EHAM,11.811
LEMG,GEML,2022-03,168,3,0.8083,scheduled_duration_under_3h,LEMG → GEML,1.7857
LEMG,GEML,2022-06,194,20,6.5333,scheduled_duration_under_3h,LEMG → GEML,10.3093
LEMG,GEML,2022-09,196,27,5.2,scheduled_duration_under_3h,LEMG → GEML,13.7755
LEMG,GEML,2022-12,178,12,2.5583,scheduled_duration_under_3h,LEMG → GEML,6.7416
LEMG,LEBL,2022-03,190,36,5.9083,scheduled_duration_under_3h,LEMG → LEBL,18.9474
LEMG,LEBL,2022-06,192,42,7.8333,scheduled_duration_under_3h,LEMG → LEBL,21.875
LEMG,LEBL,2022-09,196,44,8.3083,scheduled_duration_under_3h,LEMG → LEBL,22.449
LEMG,LEBL,2022-12,184,30,5.6333,scheduled_duration_under_3h,LEMG → LEBL,16.3043
LEMG,LEMD,2022-03,132,15,4.45,scheduled_duration_under_3h,LEMG → LEMD,11.3636
LEMG,LEMD,2022-06,184,36,5.0333,scheduled_duration_under_3h,LEMG → LEMD,19.5652
LEMG,LEMD,2022-09,213,31,2.8833,scheduled_duration_under_3h,LEMG → LEMD,14.554
LEMG,LEMD,2022-12,211,25,2.4667,scheduled_duration_under_3h,LEMG → LEMD,11.8483
LEMH,LEBL,2022-03,177,0,-7.6833,scheduled_duration_under_3h,LEMH → LEBL,0.0
LEMH,LEBL,2022-06,313,12,-0.25,scheduled_duration_under_3h,LEMH → LEBL,3.8339
LEMH,LEBL,2022-09,301,35,1.8167,scheduled_duration_under_3h,LEMH → LEBL,11.6279
LEMH,LEBL,2022-12,145,4,-6.1167,scheduled_duration_under_3h,LEMH → LEBL,2.7586
LEMH,LEPA,2022-03,284,0,-4.5667,scheduled_duration_under_3h,LEMH → LEPA,0.0
LEMH,LEPA,2022-06,308,19,-2.6917,scheduled_duration_under_3h,LEMH → LEPA,6.1688
LEMH,LEPA,2022-09,338,23,-5.225,scheduled_duration_under_3h,LEMH → LEPA,6.8047
LEMH,LEPA,2022-12,274,0,-9.25,scheduled_duration_under_3h,LEMH → LEPA,0.0
LEPA,EDDB,2022-03,144,18,2.225,scheduled_duration_under_3h,LEPA → EDDB,12.5
LEPA,EDDB,2022-06,256,118,13.1667,scheduled_duration_under_3h,LEPA → EDDB,46.0938
LEPA,EDDB,2022-09,244,98,10.925,scheduled_duration_under_3h,LEPA → EDDB,40.1639
LEPA,EDDB,2022-12,80,13,3.2083,scheduled_duration_under_3h,LEPA → EDDB,16.25
LEPA,EDDF,2022-03,129,2,-8.4333,scheduled_duration_under_3h,LEPA → EDDF,1.5504
LEPA,EDDF,2022-06,257,25,-3.4333,scheduled_duration_under_3h,LEPA → EDDF,9.7276
LEPA,EDDF,2022-09,279,18,-8.3833,scheduled_duration_under_3h,LEPA → EDDF,6.4516
LEPA,EDDF,2022-12,66,2,-7.1083,scheduled_duration_under_3h,LEPA → EDDF,3.0303
LEPA,EDDH,2022-03,126,6,-4.4083,scheduled_duration_under_3h,LEPA → EDDH,4.7619
LEPA,EDDH,2022-06,219,44,3.2333,scheduled_duration_under_3h,LEPA → EDDH,20.0913
LEPA,EDDH,2022-09,224,27,-2.6333,scheduled_duration_under_3h,LEPA → EDDH,12.0536
LEPA,EDDH,2022-12,58,5,-4.125,scheduled_duration_under_3h,LEPA → EDDH,8.6207
LEPA,EDDK,2022-03,133,5,-2.5,scheduled_duration_under_3h,LEPA → EDDK,3.7594
LEPA,EDDK,2022-06,287,107,10.15,scheduled_duration_under_3h,LEPA → EDDK,37.2822
LEPA,EDDK,2022-09,307,67,3.1,scheduled_duration_under_3h,LEPA → EDDK,21.8241
LEPA,EDDK,2022-12,82,5,-2.0833,scheduled_duration_under_3h,LEPA → EDDK,6.0976
LEPA,EDDL,2022-03,157,8,-0.8167,scheduled_duration_under_3h,LEPA → EDDL,5.0955
LEPA,EDDL,2022-06,431,122,7.5,scheduled_duration_under_3h,LEPA → EDDL,28.3063
LEPA,EDDL,2022-09,459,41,-1.5833,scheduled_duration_under_3h,LEPA → EDDL,8.9325
LEPA,EDDL,2022-12,74,7,-3.675,scheduled_duration_under_3h,LEPA → EDDL,9.4595
LEPA,EDDM,2022-03,92,3,-7.4167,scheduled_duration_under_3h,LEPA → EDDM,3.2609
LEPA,EDDM,2022-06,262,32,0.3333,scheduled_duration_under_3h,LEPA → EDDM,12.2137
LEPA,EDDM,2022-09,256,25,-1.4333,scheduled_duration_under_3h,LEPA → EDDM,9.7656
LEPA,EDDM,2022-12,56,2,-5.175,scheduled_duration_under_3h,LEPA → EDDM,3.5714
LEPA,EDDS,2022-03,81,3,-1.3833,scheduled_duration_under_3h,LEPA → EDDS,3.7037
LEPA,EDDS,2022-06,216,47,3.8917,scheduled_duration_under_3h,LEPA → EDDS,21.7593
LEPA,EDDS,2022-09,232,27,-0.7083,scheduled_duration_under_3h,LEPA → EDDS,11.6379
LEPA,EDDS,2022-12,39,1,-5.9167,scheduled_duration_under_3h,LEPA → EDDS,2.5641
LEPA,EGCC,2022-03,60,2,3.675,scheduled_duration_under_3h,LEPA → EGCC,3.3333
LEPA,EGCC,2022-06,257,93,11.55,scheduled_duration_under_3h,LEPA → EGCC,36.1868
LEPA,EGCC,2022-09,257,76,8.3667,scheduled_duration_under_3h,LEPA → EGCC,29.572
LEPA,EGCC,2022-12,30,2,3.0333,scheduled_duration_under_3h,LEPA → EGCC,6.6667
LEPA,EGKK,2022-03,72,4,0.675,scheduled_duration_under_3h,LEPA → EGKK,5.5556
LEPA,EGKK,2022-06,233,102,13.6333,scheduled_duration_under_3h,LEPA → EGKK,43.7768
LEPA,EGKK,2022-09,227,77,9.25,scheduled_duration_under_3h,LEPA → EGKK,33.9207
LEPA,EGKK,2022-12,91,15,4.05,scheduled_duration_under_3h,LEPA → EGKK,16.4835
LEPA,LEAL,2022-03,102,3,0.7,scheduled_duration_under_3h,LEPA → LEAL,2.9412
LEPA,LEAL,2022-06,165,31,8.2333,scheduled_duration_under_3h,LEPA → LEAL,18.7879
LEPA,LEAL,2022-09,161,14,1.4333,scheduled_duration_under_3h,LEPA → LEAL,8.6957
LEPA,LEAL,2022-12,126,5,3.1667,scheduled_duration_under_3h,LEPA → LEAL,3.9683
LEPA,LEBL,2022-03,532,13,-1.6,scheduled_duration_under_3h,LEPA → LEBL,2.4436
LEPA,LEBL,2022-06,670,93,4.125,scheduled_duration_under_3h,LEPA → LEBL,13.8806
LEPA,LEBL,2022-09,666,70,-0.4,scheduled_duration_under_3h,LEPA → LEBL,10.5105
LEPA,LEBL,2022-12,551,24,-0.3333,scheduled_duration_under_3h,LEPA → LEBL,4.3557
LEPA,LEIB,2022-03,366,2,-8.125,scheduled_duration_under_3h,LEPA → LEIB,0.5464
LEPA,LEIB,2022-06,389,26,-3.3333,scheduled_duration_under_3h,LEPA → LEIB,6.6838
LEPA,LEIB,2022-09,445,17,-9.7167,scheduled_duration_under_3h,LEPA → LEIB,3.8202
LEPA,LEIB,2022-12,366,3,-7.6167,scheduled_duration_under_3h,LEPA → LEIB,0.8197
LEPA,LEMD,2022-03,469,33,1.8333,scheduled_duration_under_3h,LEPA → LEMD,7.0362
LEPA,LEMD,2022-06,499,136,8.6667,scheduled_duration_under_3h,LEPA → LEMD,27.2545
LEPA,LEMD,2022-09,498,99,5.0667,scheduled_duration_under_3h,LEPA → LEMD,19.8795
LEPA,LEMD,2022-12,513,77,5.8,scheduled_duration_under_3h,LEPA → LEMD,15.0097
LEPA,LEMH,2022-03,276,6,0.1833,scheduled_duration_under_3h,LEPA → LEMH,2.1739
LEPA,LEMH,2022-06,307,50,4.5833,scheduled_duration_under_3h,LEPA → LEMH,16.2866
LEPA,LEMH,2022-09,337,20,-2.6833,scheduled_duration_under_3h,LEPA → LEMH,5.9347
LEPA,LEMH,2022-12,273,9,0.4167,scheduled_duration_under_3h,LEPA → LEMH,3.2967
LEPA,LEVC,2022-03,187,8,-1.65,scheduled_duration_under_3h,LEPA → LEVC,4.2781
LEPA,LEVC,2022-06,270,33,2.4,scheduled_duration_under_3h,LEPA → LEVC,12.2222
LEPA,LEVC,2022-09,271,19,-1.4333,scheduled_duration_under_3h,LEPA → LEVC,7.0111
LEPA,LEVC,2022-12,184,4,-1.6083,scheduled_duration_under_3h,LEPA → LEVC,2.1739
LEPA,LOWW,2022-03,79,11,6.5667,scheduled_duration_under_3h,LEPA → LOWW,13.9241
LEPA,LOWW,2022-06,198,63,9.8667,scheduled_duration_under_3h,LEPA → LOWW,31.8182
LEPA,LOWW,2022-09,217,74,9.1667,scheduled_duration_under_3h,LEPA → LOWW,34.1014
LEPA,LOWW,2022-12,48,11,6.7917,scheduled_duration_under_3h,LEPA → LOWW,22.9167
LEPA,LSZH,2022-03,72,5,-0.3167,scheduled_duration_under_3h,LEPA → LSZH,6.9444
LEPA,LSZH,2022-06,243,30,-1.1833,scheduled_duration_under_3h,LEPA → LSZH,12.3457
LEPA,LSZH,2022-09,264,28,-3.625,scheduled_duration_under_3h,LEPA → LSZH,10.6061
LEPA,LSZH,2022-12,67,3,-5.7667,scheduled_duration_under_3h,LEPA → LSZH,4.4776
LEST,LEMD,2022-03,150,3,-3.6167,scheduled_duration_under_3h,LEST → LEMD,2.0
LEST,LEMD,2022-06,133,25,4.5833,scheduled_duration_under_3h,LEST → LEMD,18.797
LEST,LEMD,2022-09,139,28,2.2333,scheduled_duration_under_3h,LEST → LEMD,20.1439
LEST,LEMD,2022-12,139,16,-0.8167,scheduled_duration_under_3h,LEST → LEMD,11.5108
LEVC,LEMD,2022-03,155,5,1.9167,scheduled_duration_under_3h,LEVC → LEMD,3.2258
LEVC,LEMD,2022-06,147,15,4.25,scheduled_duration_under_3h,LEVC → LEMD,10.2041
LEVC,LEMD,2022-09,153,22,5.8,scheduled_duration_under_3h,LEVC → LEMD,14.3791
LEVC,LEMD,2022-12,142,17,5.3,scheduled_duration_under_3h,LEVC → LEMD,11.9718
LEVC,LEPA,2022-03,188,1,-4.8833,scheduled_duration_under_3h,LEVC → LEPA,0.5319
LEVC,LEPA,2022-06,270,5,-6.8583,scheduled_duration_under_3h,LEVC → LEPA,1.8519
LEVC,LEPA,2022-09,272,12,-5.9,scheduled_duration_under_3h,LEVC → LEPA,4.4118
LEVC,LEPA,2022-12,185,1,-10.4333,scheduled_duration_under_3h,LEVC → LEPA,0.5405
LEVX,LEMD,2022-03,182,8,0.2667,scheduled_duration_under_3h,LEVX → LEMD,4.3956
LEVX,LEMD,2022-06,188,20,4.675,scheduled_duration_under_3h,LEVX → LEMD,10.6383
LEVX,LEMD,2022-09,238,41,6.8167,scheduled_duration_under_3h,LEVX → LEMD,17.2269
LEVX,LEMD,2022-12,226,25,4.8417,scheduled_duration_under_3h,LEVX → LEMD,11.0619
LEZL,LEBL,2022-03,251,15,4.0,scheduled_duration_under_3h,LEZL → LEBL,5.9761
LEZL,LEBL,2022-06,227,15,3.7833,scheduled_duration_under_3h,LEZL → LEBL,6.6079
LEZL,LEBL,2022-09,244,20,2.7917,scheduled_duration_under_3h,LEZL → LEBL,8.1967
LEZL,LEBL,2022-12,211,6,1.0,scheduled_duration_under_3h,LEZL → LEBL,2.8436
LFBD,LFLL,2022-03,186,6,-10.4333,scheduled_duration_under_3h,LFBD → LFLL,3.2258
LFBD,LFLL,2022-06,176,45,3.8333,scheduled_duration_under_3h,LFBD → LFLL,25.5682
LFBD,LFLL,2022-09,152,5,-9.1833,scheduled_duration_under_3h,LFBD → LFLL,3.2895
LFBD,LFLL,2022-12,133,9,-3.4333,scheduled_duration_under_3h,LFBD → LFLL,6.7669
LFBD,LFPG,2022-03,234,10,-4.2083,scheduled_duration_under_3h,LFBD → LFPG,4.2735
LFBD,LFPG,2022-06,220,24,4.8333,scheduled_duration_under_3h,LFBD → LFPG,10.9091
LFBD,LFPG,2022-09,222,35,4.5667,scheduled_duration_under_3h,LFBD → LFPG,15.7658
LFBD,LFPG,2022-12,222,33,5.8333,scheduled_duration_under_3h,LFBD → LFPG,14.8649
LFBO,LFLL,2022-03,150,4,-9.4333,scheduled_duration_under_3h,LFBO → LFLL,2.6667
LFBO,LFLL,2022-06,161,14,-1.8167,scheduled_duration_under_3h,LFBO → LFLL,8.6957
LFBO,LFLL,2022-09,131,9,-2.6333,scheduled_duration_under_3h,LFBO → LFLL,6.8702
LFBO,LFLL,2022-12,140,6,-2.2917,scheduled_duration_under_3h,LFBO → LFLL,4.2857
LFBO,LFPG,2022-03,271,1,-7.85,scheduled_duration_under_3h,LFBO → LFPG,0.369
LFBO,LFPG,2022-06,230,16,-1.7417,scheduled_duration_under_3h,LFBO → LFPG,6.9565
LFBO,LFPG,2022-09,251,19,-1.5667,scheduled_duration_under_3h,LFBO → LFPG,7.5697
LFBO,LFPG,2022-12,243,11,-0.4,scheduled_duration_under_3h,LFBO → LFPG,4.5267
LFBO,LFPO,2022-03,598,18,-8.175,scheduled_duration_under_3h,LFBO → LFPO,3.01
LFBO,LFPO,2022-06,734,24,-7.0917,scheduled_duration_under_3h,LFBO → LFPO,3.2698
LFBO,LFPO,2022-09,618,54,-7.6583,scheduled_duration_under_3h,LFBO → LFPO,8.7379
LFBO,LFPO,2022-12,675,41,-4.5833,scheduled_duration_under_3h,LFBO → LFPO,6.0741
LFLL,LFBD,2022-03,187,11,0.05,scheduled_duration_under_3h,LFLL → LFBD,5.8824
LFLL,LFBD,2022-06,177,32,6.1833,scheduled_duration_under_3h,LFLL → LFBD,18.0791
LFLL,LFBD,2022-09,150,10,-0.5833,scheduled_duration_under_3h,LFLL → LFBD,6.6667
LFLL,LFBD,2022-12,134,21,4.0417,scheduled_duration_under_3h,LFLL → LFBD,15.6716
LFLL,LFBO,2022-03,170,11,-0.9667,scheduled_duration_under_3h,LFLL → LFBO,6.4706
LFLL,LFBO,2022-06,177,27,4.25,scheduled_duration_under_3h,LFLL → LFBO,15.2542
LFLL,LFBO,2022-09,148,21,3.0083,scheduled_duration_under_3h,LFLL → LFBO,14.1892
LFLL,LFBO,2022-12,158,14,-0.6333,scheduled_duration_under_3h,LFLL → LFBO,8.8608
LFLL,LFPG,2022-03,164,24,3.0,scheduled_duration_under_3h,LFLL → LFPG,14.6341
LFLL,LFPG,2022-06,171,43,6.2167,scheduled_duration_under_3h,LFLL → LFPG,25.1462
LFLL,LFPG,2022-09,200,51,5.675,scheduled_duration_under_3h,LFLL → LFPG,25.5
LFLL,LFPG,2022-12,182,37,7.425,scheduled_duration_under_3h,LFLL → LFPG,20.3297
LFLL,LFRS,2022-03,184,3,-3.8083,scheduled_duration_under_3h,LFLL → LFRS,1.6304
LFLL,LFRS,2022-06,150,11,-1.5917,scheduled_duration_under_3h,LFLL → LFRS,7.3333
LFLL,LFRS,2022-09,152,2,-5.0583,scheduled_duration_under_3h,LFLL → LFRS,1.3158
LFLL,LFRS,2022-12,154,23,0.6667,scheduled_duration_under_3h,LFLL → LFRS,14.9351
LFML,LFKJ,2022-03,124,1,-7.1833,scheduled_duration_under_3h,LFML → LFKJ,0.8065
LFML,LFKJ,2022-06,118,9,0.225,scheduled_duration_under_3h,LFML → LFKJ,7.6271
LFML,LFKJ,2022-09,122,15,-0.175,scheduled_duration_under_3h,LFML → LFKJ,12.2951
LFML,LFKJ,2022-12,137,5,0.1333,scheduled_duration_under_3h,LFML → LFKJ,3.6496
LFML,LFPG,2022-03,232,24,2.25,scheduled_duration_under_3h,LFML → LFPG,10.3448
LFML,LFPG,2022-06,257,83,9.5,scheduled_duration_under_3h,LFML → LFPG,32.2957
LFML,LFPG,2022-09,270,76,7.1667,scheduled_duration_under_3h,LFML → LFPG,28.1481
LFML,LFPG,2022-12,262,69,7.8583,scheduled_duration_under_3h,LFML → LFPG,26.3359
LFML,LFPO,2022-03,250,7,-3.8083,scheduled_duration_under_3h,LFML → LFPO,2.8
LFML,LFPO,2022-06,298,29,-0.6583,scheduled_duration_under_3h,LFML → LFPO,9.7315
LFML,LFPO,2022-09,259,23,-2.4167,scheduled_duration_under_3h,LFML → LFPO,8.8803
LFML,LFPO,2022-12,241,28,1.7333,scheduled_duration_under_3h,LFML → LFPO,11.6183
LFMN,EGKK,2022-03,83,20,8.65,scheduled_duration_under_3h,LFMN → EGKK,24.0964
LFMN,EGKK,2022-06,154,122,24.3917,scheduled_duration_under_3h,LFMN → EGKK,79.2208
LFMN,EGKK,2022-09,193,112,18.75,scheduled_duration_under_3h,LFMN → EGKK,58.0311
LFMN,EGKK,2022-12,83,35,14.1333,scheduled_duration_under_3h,LFMN → EGKK,42.1687
LFMN,EGLL,2022-03,124,44,12.65,scheduled_duration_under_3h,LFMN → EGLL,35.4839
LFMN,EGLL,2022-06,207,145,19.2167,scheduled_duration_under_3h,LFMN → EGLL,70.0483
LFMN,EGLL,2022-09,129,84,20.2667,scheduled_duration_under_3h,LFMN → EGLL,65.1163
LFMN,EGLL,2022-12,156,73,14.6583,scheduled_duration_under_3h,LFMN → EGLL,46.7949
LFMN,LFPG,2022-03,324,28,2.4417,scheduled_duration_under_3h,LFMN → LFPG,8.642
LFMN,LFPG,2022-06,335,137,12.3,scheduled_duration_under_3h,LFMN → LFPG,40.8955
LFMN,LFPG,2022-09,315,104,10.3833,scheduled_duration_under_3h,LFMN → LFPG,33.0159
LFMN,LFPG,2022-12,270,72,9.5167,scheduled_duration_under_3h,LFMN → LFPG,26.6667
LFMN,LFPO,2022-03,573,48,1.25,scheduled_duration_under_3h,LFMN → LFPO,8.377
LFMN,LFPO,2022-06,667,161,5.3667,scheduled_duration_under_3h,LFMN → LFPO,24.1379
LFMN,LFPO,2022-09,562,102,5.925,scheduled_duration_under_3h,LFMN → LFPO,18.1495
LFMN,LFPO,2022-12,674,78,2.8917,scheduled_duration_under_3h,LFMN → LFPO,11.5727
LFMN,LSGG,2022-03,108,0,-3.05,scheduled_duration_under_3h,LFMN → LSGG,0.0
LFMN,LSGG,2022-06,144,24,1.7917,scheduled_duration_under_3h,LFMN → LSGG,16.6667
LFMN,LSGG,2022-09,156,20,1.4667,scheduled_duration_under_3h,LFMN → LSGG,12.8205
